"site";"interaction_type";"rep";"metric";"value"
"Argyle Square";"Pollinator";7;"richness";NA
"Argyle Square";"Pollinator";7;"connectance";NA
"Argyle Square";"Pollinator";7;"link_density";NA
"Argyle Square";"Pollinator";7;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";7;"modularity_eigen";NA
"Argyle Square";"Pollinator";7;"modularity_betweenness";NA
"Argyle Square";"Pollinator";7;"nestedness";NA
"Argyle Square";"Pollinator";7;"centrality_degree";NA
"Argyle Square";"Pollinator";7;"centrality_betweenness";NA
"Argyle Square";"Pollinator";7;"centrality_eigen";NA
"Argyle Square";"Pollinator";7;"interaction_overlap";NA
"Argyle Square";"Pollinator";8;"richness";NA
"Argyle Square";"Pollinator";8;"connectance";NA
"Argyle Square";"Pollinator";8;"link_density";NA
"Argyle Square";"Pollinator";8;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";8;"modularity_eigen";NA
"Argyle Square";"Pollinator";8;"modularity_betweenness";NA
"Argyle Square";"Pollinator";8;"nestedness";NA
"Argyle Square";"Pollinator";8;"centrality_degree";NA
"Argyle Square";"Pollinator";8;"centrality_betweenness";NA
"Argyle Square";"Pollinator";8;"centrality_eigen";NA
"Argyle Square";"Pollinator";8;"interaction_overlap";NA
"Argyle Square";"Pollinator";9;"richness";NA
"Argyle Square";"Pollinator";9;"connectance";NA
"Argyle Square";"Pollinator";9;"link_density";NA
"Argyle Square";"Pollinator";9;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";9;"modularity_eigen";NA
"Argyle Square";"Pollinator";9;"modularity_betweenness";NA
"Argyle Square";"Pollinator";9;"nestedness";NA
"Argyle Square";"Pollinator";9;"centrality_degree";NA
"Argyle Square";"Pollinator";9;"centrality_betweenness";NA
"Argyle Square";"Pollinator";9;"centrality_eigen";NA
"Argyle Square";"Pollinator";9;"interaction_overlap";NA
"Argyle Square";"Pollinator";10;"richness";NA
"Argyle Square";"Pollinator";10;"connectance";NA
"Argyle Square";"Pollinator";10;"link_density";NA
"Argyle Square";"Pollinator";10;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";10;"modularity_eigen";NA
"Argyle Square";"Pollinator";10;"modularity_betweenness";NA
"Argyle Square";"Pollinator";10;"nestedness";NA
"Argyle Square";"Pollinator";10;"centrality_degree";NA
"Argyle Square";"Pollinator";10;"centrality_betweenness";NA
"Argyle Square";"Pollinator";10;"centrality_eigen";NA
"Argyle Square";"Pollinator";10;"interaction_overlap";NA
"Argyle Square";"Pollinator";11;"richness";NA
"Argyle Square";"Pollinator";11;"connectance";NA
"Argyle Square";"Pollinator";11;"link_density";NA
"Argyle Square";"Pollinator";11;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";11;"modularity_eigen";NA
"Argyle Square";"Pollinator";11;"modularity_betweenness";NA
"Argyle Square";"Pollinator";11;"nestedness";NA
"Argyle Square";"Pollinator";11;"centrality_degree";NA
"Argyle Square";"Pollinator";11;"centrality_betweenness";NA
"Argyle Square";"Pollinator";11;"centrality_eigen";NA
"Argyle Square";"Pollinator";11;"interaction_overlap";NA
"Argyle Square";"Pollinator";12;"richness";NA
"Argyle Square";"Pollinator";12;"connectance";NA
"Argyle Square";"Pollinator";12;"link_density";NA
"Argyle Square";"Pollinator";12;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";12;"modularity_eigen";NA
"Argyle Square";"Pollinator";12;"modularity_betweenness";NA
"Argyle Square";"Pollinator";12;"nestedness";NA
"Argyle Square";"Pollinator";12;"centrality_degree";NA
"Argyle Square";"Pollinator";12;"centrality_betweenness";NA
"Argyle Square";"Pollinator";12;"centrality_eigen";NA
"Argyle Square";"Pollinator";12;"interaction_overlap";NA
"Argyle Square";"Pollinator";13;"richness";NA
"Argyle Square";"Pollinator";13;"connectance";NA
"Argyle Square";"Pollinator";13;"link_density";NA
"Argyle Square";"Pollinator";13;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";13;"modularity_eigen";NA
"Argyle Square";"Pollinator";13;"modularity_betweenness";NA
"Argyle Square";"Pollinator";13;"nestedness";NA
"Argyle Square";"Pollinator";13;"centrality_degree";NA
"Argyle Square";"Pollinator";13;"centrality_betweenness";NA
"Argyle Square";"Pollinator";13;"centrality_eigen";NA
"Argyle Square";"Pollinator";13;"interaction_overlap";NA
"Argyle Square";"Pollinator";14;"richness";NA
"Argyle Square";"Pollinator";14;"connectance";NA
"Argyle Square";"Pollinator";14;"link_density";NA
"Argyle Square";"Pollinator";14;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";14;"modularity_eigen";NA
"Argyle Square";"Pollinator";14;"modularity_betweenness";NA
"Argyle Square";"Pollinator";14;"nestedness";NA
"Argyle Square";"Pollinator";14;"centrality_degree";NA
"Argyle Square";"Pollinator";14;"centrality_betweenness";NA
"Argyle Square";"Pollinator";14;"centrality_eigen";NA
"Argyle Square";"Pollinator";14;"interaction_overlap";NA
"Argyle Square";"Pollinator";15;"richness";NA
"Argyle Square";"Pollinator";15;"connectance";NA
"Argyle Square";"Pollinator";15;"link_density";NA
"Argyle Square";"Pollinator";15;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";15;"modularity_eigen";NA
"Argyle Square";"Pollinator";15;"modularity_betweenness";NA
"Argyle Square";"Pollinator";15;"nestedness";NA
"Argyle Square";"Pollinator";15;"centrality_degree";NA
"Argyle Square";"Pollinator";15;"centrality_betweenness";NA
"Argyle Square";"Pollinator";15;"centrality_eigen";NA
"Argyle Square";"Pollinator";15;"interaction_overlap";NA
"Argyle Square";"Pollinator";16;"richness";NA
"Argyle Square";"Pollinator";16;"connectance";NA
"Argyle Square";"Pollinator";16;"link_density";NA
"Argyle Square";"Pollinator";16;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";16;"modularity_eigen";NA
"Argyle Square";"Pollinator";16;"modularity_betweenness";NA
"Argyle Square";"Pollinator";16;"nestedness";NA
"Argyle Square";"Pollinator";16;"centrality_degree";NA
"Argyle Square";"Pollinator";16;"centrality_betweenness";NA
"Argyle Square";"Pollinator";16;"centrality_eigen";NA
"Argyle Square";"Pollinator";16;"interaction_overlap";NA
"Argyle Square";"Pollinator";17;"richness";NA
"Argyle Square";"Pollinator";17;"connectance";NA
"Argyle Square";"Pollinator";17;"link_density";NA
"Argyle Square";"Pollinator";17;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";17;"modularity_eigen";NA
"Argyle Square";"Pollinator";17;"modularity_betweenness";NA
"Argyle Square";"Pollinator";17;"nestedness";NA
"Argyle Square";"Pollinator";17;"centrality_degree";NA
"Argyle Square";"Pollinator";17;"centrality_betweenness";NA
"Argyle Square";"Pollinator";17;"centrality_eigen";NA
"Argyle Square";"Pollinator";17;"interaction_overlap";NA
"Argyle Square";"Pollinator";18;"richness";NA
"Argyle Square";"Pollinator";18;"connectance";NA
"Argyle Square";"Pollinator";18;"link_density";NA
"Argyle Square";"Pollinator";18;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";18;"modularity_eigen";NA
"Argyle Square";"Pollinator";18;"modularity_betweenness";NA
"Argyle Square";"Pollinator";18;"nestedness";NA
"Argyle Square";"Pollinator";18;"centrality_degree";NA
"Argyle Square";"Pollinator";18;"centrality_betweenness";NA
"Argyle Square";"Pollinator";18;"centrality_eigen";NA
"Argyle Square";"Pollinator";18;"interaction_overlap";NA
"Argyle Square";"Pollinator";19;"richness";NA
"Argyle Square";"Pollinator";19;"connectance";NA
"Argyle Square";"Pollinator";19;"link_density";NA
"Argyle Square";"Pollinator";19;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";19;"modularity_eigen";NA
"Argyle Square";"Pollinator";19;"modularity_betweenness";NA
"Argyle Square";"Pollinator";19;"nestedness";NA
"Argyle Square";"Pollinator";19;"centrality_degree";NA
"Argyle Square";"Pollinator";19;"centrality_betweenness";NA
"Argyle Square";"Pollinator";19;"centrality_eigen";NA
"Argyle Square";"Pollinator";19;"interaction_overlap";NA
"Argyle Square";"Pollinator";20;"richness";NA
"Argyle Square";"Pollinator";20;"connectance";NA
"Argyle Square";"Pollinator";20;"link_density";NA
"Argyle Square";"Pollinator";20;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";20;"modularity_eigen";NA
"Argyle Square";"Pollinator";20;"modularity_betweenness";NA
"Argyle Square";"Pollinator";20;"nestedness";NA
"Argyle Square";"Pollinator";20;"centrality_degree";NA
"Argyle Square";"Pollinator";20;"centrality_betweenness";NA
"Argyle Square";"Pollinator";20;"centrality_eigen";NA
"Argyle Square";"Pollinator";20;"interaction_overlap";NA
"Argyle Square";"Pollinator";21;"richness";NA
"Argyle Square";"Pollinator";21;"connectance";NA
"Argyle Square";"Pollinator";21;"link_density";NA
"Argyle Square";"Pollinator";21;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";21;"modularity_eigen";NA
"Argyle Square";"Pollinator";21;"modularity_betweenness";NA
"Argyle Square";"Pollinator";21;"nestedness";NA
"Argyle Square";"Pollinator";21;"centrality_degree";NA
"Argyle Square";"Pollinator";21;"centrality_betweenness";NA
"Argyle Square";"Pollinator";21;"centrality_eigen";NA
"Argyle Square";"Pollinator";21;"interaction_overlap";NA
"Argyle Square";"Pollinator";22;"richness";NA
"Argyle Square";"Pollinator";22;"connectance";NA
"Argyle Square";"Pollinator";22;"link_density";NA
"Argyle Square";"Pollinator";22;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";22;"modularity_eigen";NA
"Argyle Square";"Pollinator";22;"modularity_betweenness";NA
"Argyle Square";"Pollinator";22;"nestedness";NA
"Argyle Square";"Pollinator";22;"centrality_degree";NA
"Argyle Square";"Pollinator";22;"centrality_betweenness";NA
"Argyle Square";"Pollinator";22;"centrality_eigen";NA
"Argyle Square";"Pollinator";22;"interaction_overlap";NA
"Argyle Square";"Pollinator";23;"richness";NA
"Argyle Square";"Pollinator";23;"connectance";NA
"Argyle Square";"Pollinator";23;"link_density";NA
"Argyle Square";"Pollinator";23;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";23;"modularity_eigen";NA
"Argyle Square";"Pollinator";23;"modularity_betweenness";NA
"Argyle Square";"Pollinator";23;"nestedness";NA
"Argyle Square";"Pollinator";23;"centrality_degree";NA
"Argyle Square";"Pollinator";23;"centrality_betweenness";NA
"Argyle Square";"Pollinator";23;"centrality_eigen";NA
"Argyle Square";"Pollinator";23;"interaction_overlap";NA
"Argyle Square";"Pollinator";24;"richness";NA
"Argyle Square";"Pollinator";24;"connectance";NA
"Argyle Square";"Pollinator";24;"link_density";NA
"Argyle Square";"Pollinator";24;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";24;"modularity_eigen";NA
"Argyle Square";"Pollinator";24;"modularity_betweenness";NA
"Argyle Square";"Pollinator";24;"nestedness";NA
"Argyle Square";"Pollinator";24;"centrality_degree";NA
"Argyle Square";"Pollinator";24;"centrality_betweenness";NA
"Argyle Square";"Pollinator";24;"centrality_eigen";NA
"Argyle Square";"Pollinator";24;"interaction_overlap";NA
"Argyle Square";"Pollinator";25;"richness";NA
"Argyle Square";"Pollinator";25;"connectance";NA
"Argyle Square";"Pollinator";25;"link_density";NA
"Argyle Square";"Pollinator";25;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";25;"modularity_eigen";NA
"Argyle Square";"Pollinator";25;"modularity_betweenness";NA
"Argyle Square";"Pollinator";25;"nestedness";NA
"Argyle Square";"Pollinator";25;"centrality_degree";NA
"Argyle Square";"Pollinator";25;"centrality_betweenness";NA
"Argyle Square";"Pollinator";25;"centrality_eigen";NA
"Argyle Square";"Pollinator";25;"interaction_overlap";NA
"Argyle Square";"Pollinator";26;"richness";NA
"Argyle Square";"Pollinator";26;"connectance";NA
"Argyle Square";"Pollinator";26;"link_density";NA
"Argyle Square";"Pollinator";26;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";26;"modularity_eigen";NA
"Argyle Square";"Pollinator";26;"modularity_betweenness";NA
"Argyle Square";"Pollinator";26;"nestedness";NA
"Argyle Square";"Pollinator";26;"centrality_degree";NA
"Argyle Square";"Pollinator";26;"centrality_betweenness";NA
"Argyle Square";"Pollinator";26;"centrality_eigen";NA
"Argyle Square";"Pollinator";26;"interaction_overlap";NA
"Argyle Square";"Pollinator";27;"richness";NA
"Argyle Square";"Pollinator";27;"connectance";NA
"Argyle Square";"Pollinator";27;"link_density";NA
"Argyle Square";"Pollinator";27;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";27;"modularity_eigen";NA
"Argyle Square";"Pollinator";27;"modularity_betweenness";NA
"Argyle Square";"Pollinator";27;"nestedness";NA
"Argyle Square";"Pollinator";27;"centrality_degree";NA
"Argyle Square";"Pollinator";27;"centrality_betweenness";NA
"Argyle Square";"Pollinator";27;"centrality_eigen";NA
"Argyle Square";"Pollinator";27;"interaction_overlap";NA
"Argyle Square";"Pollinator";28;"richness";NA
"Argyle Square";"Pollinator";28;"connectance";NA
"Argyle Square";"Pollinator";28;"link_density";NA
"Argyle Square";"Pollinator";28;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";28;"modularity_eigen";NA
"Argyle Square";"Pollinator";28;"modularity_betweenness";NA
"Argyle Square";"Pollinator";28;"nestedness";NA
"Argyle Square";"Pollinator";28;"centrality_degree";NA
"Argyle Square";"Pollinator";28;"centrality_betweenness";NA
"Argyle Square";"Pollinator";28;"centrality_eigen";NA
"Argyle Square";"Pollinator";28;"interaction_overlap";NA
"Argyle Square";"Pollinator";29;"richness";NA
"Argyle Square";"Pollinator";29;"connectance";NA
"Argyle Square";"Pollinator";29;"link_density";NA
"Argyle Square";"Pollinator";29;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";29;"modularity_eigen";NA
"Argyle Square";"Pollinator";29;"modularity_betweenness";NA
"Argyle Square";"Pollinator";29;"nestedness";NA
"Argyle Square";"Pollinator";29;"centrality_degree";NA
"Argyle Square";"Pollinator";29;"centrality_betweenness";NA
"Argyle Square";"Pollinator";29;"centrality_eigen";NA
"Argyle Square";"Pollinator";29;"interaction_overlap";NA
"Argyle Square";"Pollinator";30;"richness";NA
"Argyle Square";"Pollinator";30;"connectance";NA
"Argyle Square";"Pollinator";30;"link_density";NA
"Argyle Square";"Pollinator";30;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";30;"modularity_eigen";NA
"Argyle Square";"Pollinator";30;"modularity_betweenness";NA
"Argyle Square";"Pollinator";30;"nestedness";NA
"Argyle Square";"Pollinator";30;"centrality_degree";NA
"Argyle Square";"Pollinator";30;"centrality_betweenness";NA
"Argyle Square";"Pollinator";30;"centrality_eigen";NA
"Argyle Square";"Pollinator";30;"interaction_overlap";NA
"Argyle Square";"Pollinator";31;"richness";NA
"Argyle Square";"Pollinator";31;"connectance";NA
"Argyle Square";"Pollinator";31;"link_density";NA
"Argyle Square";"Pollinator";31;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";31;"modularity_eigen";NA
"Argyle Square";"Pollinator";31;"modularity_betweenness";NA
"Argyle Square";"Pollinator";31;"nestedness";NA
"Argyle Square";"Pollinator";31;"centrality_degree";NA
"Argyle Square";"Pollinator";31;"centrality_betweenness";NA
"Argyle Square";"Pollinator";31;"centrality_eigen";NA
"Argyle Square";"Pollinator";31;"interaction_overlap";NA
"Argyle Square";"Pollinator";32;"richness";NA
"Argyle Square";"Pollinator";32;"connectance";NA
"Argyle Square";"Pollinator";32;"link_density";NA
"Argyle Square";"Pollinator";32;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";32;"modularity_eigen";NA
"Argyle Square";"Pollinator";32;"modularity_betweenness";NA
"Argyle Square";"Pollinator";32;"nestedness";NA
"Argyle Square";"Pollinator";32;"centrality_degree";NA
"Argyle Square";"Pollinator";32;"centrality_betweenness";NA
"Argyle Square";"Pollinator";32;"centrality_eigen";NA
"Argyle Square";"Pollinator";32;"interaction_overlap";NA
"Argyle Square";"Pollinator";33;"richness";NA
"Argyle Square";"Pollinator";33;"connectance";NA
"Argyle Square";"Pollinator";33;"link_density";NA
"Argyle Square";"Pollinator";33;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";33;"modularity_eigen";NA
"Argyle Square";"Pollinator";33;"modularity_betweenness";NA
"Argyle Square";"Pollinator";33;"nestedness";NA
"Argyle Square";"Pollinator";33;"centrality_degree";NA
"Argyle Square";"Pollinator";33;"centrality_betweenness";NA
"Argyle Square";"Pollinator";33;"centrality_eigen";NA
"Argyle Square";"Pollinator";33;"interaction_overlap";NA
"Argyle Square";"Pollinator";34;"richness";NA
"Argyle Square";"Pollinator";34;"connectance";NA
"Argyle Square";"Pollinator";34;"link_density";NA
"Argyle Square";"Pollinator";34;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";34;"modularity_eigen";NA
"Argyle Square";"Pollinator";34;"modularity_betweenness";NA
"Argyle Square";"Pollinator";34;"nestedness";NA
"Argyle Square";"Pollinator";34;"centrality_degree";NA
"Argyle Square";"Pollinator";34;"centrality_betweenness";NA
"Argyle Square";"Pollinator";34;"centrality_eigen";NA
"Argyle Square";"Pollinator";34;"interaction_overlap";NA
"Argyle Square";"Pollinator";35;"richness";NA
"Argyle Square";"Pollinator";35;"connectance";NA
"Argyle Square";"Pollinator";35;"link_density";NA
"Argyle Square";"Pollinator";35;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";35;"modularity_eigen";NA
"Argyle Square";"Pollinator";35;"modularity_betweenness";NA
"Argyle Square";"Pollinator";35;"nestedness";NA
"Argyle Square";"Pollinator";35;"centrality_degree";NA
"Argyle Square";"Pollinator";35;"centrality_betweenness";NA
"Argyle Square";"Pollinator";35;"centrality_eigen";NA
"Argyle Square";"Pollinator";35;"interaction_overlap";NA
"Argyle Square";"Pollinator";36;"richness";NA
"Argyle Square";"Pollinator";36;"connectance";NA
"Argyle Square";"Pollinator";36;"link_density";NA
"Argyle Square";"Pollinator";36;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";36;"modularity_eigen";NA
"Argyle Square";"Pollinator";36;"modularity_betweenness";NA
"Argyle Square";"Pollinator";36;"nestedness";NA
"Argyle Square";"Pollinator";36;"centrality_degree";NA
"Argyle Square";"Pollinator";36;"centrality_betweenness";NA
"Argyle Square";"Pollinator";36;"centrality_eigen";NA
"Argyle Square";"Pollinator";36;"interaction_overlap";NA
"Argyle Square";"Pollinator";37;"richness";NA
"Argyle Square";"Pollinator";37;"connectance";NA
"Argyle Square";"Pollinator";37;"link_density";NA
"Argyle Square";"Pollinator";37;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";37;"modularity_eigen";NA
"Argyle Square";"Pollinator";37;"modularity_betweenness";NA
"Argyle Square";"Pollinator";37;"nestedness";NA
"Argyle Square";"Pollinator";37;"centrality_degree";NA
"Argyle Square";"Pollinator";37;"centrality_betweenness";NA
"Argyle Square";"Pollinator";37;"centrality_eigen";NA
"Argyle Square";"Pollinator";37;"interaction_overlap";NA
"Argyle Square";"Pollinator";38;"richness";NA
"Argyle Square";"Pollinator";38;"connectance";NA
"Argyle Square";"Pollinator";38;"link_density";NA
"Argyle Square";"Pollinator";38;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";38;"modularity_eigen";NA
"Argyle Square";"Pollinator";38;"modularity_betweenness";NA
"Argyle Square";"Pollinator";38;"nestedness";NA
"Argyle Square";"Pollinator";38;"centrality_degree";NA
"Argyle Square";"Pollinator";38;"centrality_betweenness";NA
"Argyle Square";"Pollinator";38;"centrality_eigen";NA
"Argyle Square";"Pollinator";38;"interaction_overlap";NA
"Argyle Square";"Pollinator";39;"richness";NA
"Argyle Square";"Pollinator";39;"connectance";NA
"Argyle Square";"Pollinator";39;"link_density";NA
"Argyle Square";"Pollinator";39;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";39;"modularity_eigen";NA
"Argyle Square";"Pollinator";39;"modularity_betweenness";NA
"Argyle Square";"Pollinator";39;"nestedness";NA
"Argyle Square";"Pollinator";39;"centrality_degree";NA
"Argyle Square";"Pollinator";39;"centrality_betweenness";NA
"Argyle Square";"Pollinator";39;"centrality_eigen";NA
"Argyle Square";"Pollinator";39;"interaction_overlap";NA
"Argyle Square";"Pollinator";40;"richness";NA
"Argyle Square";"Pollinator";40;"connectance";NA
"Argyle Square";"Pollinator";40;"link_density";NA
"Argyle Square";"Pollinator";40;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";40;"modularity_eigen";NA
"Argyle Square";"Pollinator";40;"modularity_betweenness";NA
"Argyle Square";"Pollinator";40;"nestedness";NA
"Argyle Square";"Pollinator";40;"centrality_degree";NA
"Argyle Square";"Pollinator";40;"centrality_betweenness";NA
"Argyle Square";"Pollinator";40;"centrality_eigen";NA
"Argyle Square";"Pollinator";40;"interaction_overlap";NA
"Argyle Square";"Pollinator";41;"richness";NA
"Argyle Square";"Pollinator";41;"connectance";NA
"Argyle Square";"Pollinator";41;"link_density";NA
"Argyle Square";"Pollinator";41;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";41;"modularity_eigen";NA
"Argyle Square";"Pollinator";41;"modularity_betweenness";NA
"Argyle Square";"Pollinator";41;"nestedness";NA
"Argyle Square";"Pollinator";41;"centrality_degree";NA
"Argyle Square";"Pollinator";41;"centrality_betweenness";NA
"Argyle Square";"Pollinator";41;"centrality_eigen";NA
"Argyle Square";"Pollinator";41;"interaction_overlap";NA
"Argyle Square";"Pollinator";42;"richness";NA
"Argyle Square";"Pollinator";42;"connectance";NA
"Argyle Square";"Pollinator";42;"link_density";NA
"Argyle Square";"Pollinator";42;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";42;"modularity_eigen";NA
"Argyle Square";"Pollinator";42;"modularity_betweenness";NA
"Argyle Square";"Pollinator";42;"nestedness";NA
"Argyle Square";"Pollinator";42;"centrality_degree";NA
"Argyle Square";"Pollinator";42;"centrality_betweenness";NA
"Argyle Square";"Pollinator";42;"centrality_eigen";NA
"Argyle Square";"Pollinator";42;"interaction_overlap";NA
"Argyle Square";"Pollinator";43;"richness";NA
"Argyle Square";"Pollinator";43;"connectance";NA
"Argyle Square";"Pollinator";43;"link_density";NA
"Argyle Square";"Pollinator";43;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";43;"modularity_eigen";NA
"Argyle Square";"Pollinator";43;"modularity_betweenness";NA
"Argyle Square";"Pollinator";43;"nestedness";NA
"Argyle Square";"Pollinator";43;"centrality_degree";NA
"Argyle Square";"Pollinator";43;"centrality_betweenness";NA
"Argyle Square";"Pollinator";43;"centrality_eigen";NA
"Argyle Square";"Pollinator";43;"interaction_overlap";NA
"Argyle Square";"Pollinator";44;"richness";NA
"Argyle Square";"Pollinator";44;"connectance";NA
"Argyle Square";"Pollinator";44;"link_density";NA
"Argyle Square";"Pollinator";44;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";44;"modularity_eigen";NA
"Argyle Square";"Pollinator";44;"modularity_betweenness";NA
"Argyle Square";"Pollinator";44;"nestedness";NA
"Argyle Square";"Pollinator";44;"centrality_degree";NA
"Argyle Square";"Pollinator";44;"centrality_betweenness";NA
"Argyle Square";"Pollinator";44;"centrality_eigen";NA
"Argyle Square";"Pollinator";44;"interaction_overlap";NA
"Argyle Square";"Pollinator";45;"richness";NA
"Argyle Square";"Pollinator";45;"connectance";NA
"Argyle Square";"Pollinator";45;"link_density";NA
"Argyle Square";"Pollinator";45;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";45;"modularity_eigen";NA
"Argyle Square";"Pollinator";45;"modularity_betweenness";NA
"Argyle Square";"Pollinator";45;"nestedness";NA
"Argyle Square";"Pollinator";45;"centrality_degree";NA
"Argyle Square";"Pollinator";45;"centrality_betweenness";NA
"Argyle Square";"Pollinator";45;"centrality_eigen";NA
"Argyle Square";"Pollinator";45;"interaction_overlap";NA
"Argyle Square";"Pollinator";46;"richness";NA
"Argyle Square";"Pollinator";46;"connectance";NA
"Argyle Square";"Pollinator";46;"link_density";NA
"Argyle Square";"Pollinator";46;"degree_heterogeneity";NA
"Argyle Square";"Pollinator";46;"modularity_eigen";NA
"Argyle Square";"Pollinator";46;"modularity_betweenness";NA
