"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon22";"Princes Park";"Herbivory";104,733502298979
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon23";"Princes Park";"Herbivory";29,9238577997084
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon24";"Royal Park";"Herbivory";17,3177032634294
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon25";"Royal Park";"Herbivory";280,794188628462
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon26";"Royal Park";"Herbivory";25,9765548951441
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon28";"Royal Park";"Herbivory";254,817633733318
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon29";"Royal Park";"Herbivory";254,817633733318
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon30";"Royal Park";"Herbivory";25,9765548951441
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon31";"Royal Park";"Herbivory";306,770743523607
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon32";"Royal Park";"Herbivory";17,3177032634294
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon33";"State Library of Victoria";"Herbivory";6,1252484019289
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon34";"University Square";"Herbivory";15,6809644499271
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon35";"University Square";"Herbivory";1,78192777840081
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon36";"Westgate Park";"Herbivory";15,0026376584053
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon37";"Westgate Park";"Herbivory";0,833479869911405
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon38";"Westgate Park";"Herbivory";30,0052753168106
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";30,812623079511
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";15,4063115397555
"Cynodon dactylon01";"Argyle Square";"Dianella sp.";"Princes Park";"Herbivory";29,9238577997084
"Cynodon dactylon01";"Argyle Square";"Dianella sp.";"Westgate Park";"Herbivory";30,0052753168106
"Cynodon dactylon01";"Argyle Square";"Dichanthium sericeum";"Royal Park";"Herbivory";254,817633733318
"Cynodon dactylon01";"Argyle Square";"Dietes sp.";"State Library of Victoria";"Herbivory";29,491936750028
"Cynodon dactylon01";"Argyle Square";"Dietes sp.";"Women's Peace Gardens";"Herbivory";13,8433523980412
"Cynodon dactylon01";"Argyle Square";"Dillwynia sp.";"Royal Park";"Herbivory";306,770743523607
"Cynodon dactylon01";"Argyle Square";"Duma florulenta";"Westgate Park";"Herbivory";30,838755186722
"Cynodon dactylon01";"Argyle Square";"Echium candicans";"Carlton Gardens South";"Herbivory";38,3241056409106
"Cynodon dactylon01";"Argyle Square";"Echium candicans";"State Library of Victoria";"Herbivory";51,7243198385107
"Cynodon dactylon01";"Argyle Square";"Enchylaena tomentosa";"Princes Park";"Herbivory";44,8857866995626
"Cynodon dactylon01";"Argyle Square";"Erythrina herbacea";"Fitzroy-Treasury Gardens";"Herbivory";98,2355500728945
"Cynodon dactylon01";"Argyle Square";"Eucalyptus camaldulensis";"Royal Park";"Herbivory";84,9392112444394
"Cynodon dactylon01";"Argyle Square";"Eucalyptus sideroxylon";"Princes Park";"Herbivory";52,3667511494897
"Cynodon dactylon01";"Argyle Square";"Eucalyptus tricarpa";"Westgate Park";"Herbivory";15,0026376584053
"Cynodon dactylon01";"Argyle Square";"Euphorbia characias";"State Library of Victoria";"Herbivory";25,8621599192554
"Cynodon dactylon01";"Argyle Square";"Ficus macrophylla";"Carlton Gardens South";"Herbivory";189,451239206011
"Cynodon dactylon01";"Argyle Square";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";152,674417404957
"Cynodon dactylon01";"Argyle Square";"Ficus macrophylla";"Lincoln Square";"Herbivory";23,7271189862061
"Cynodon dactylon01";"Argyle Square";"Ficus macrophylla";"Princes Park";"Herbivory";64,8350252327016
"Cynodon dactylon01";"Argyle Square";"Ficus macrophylla";"Royal Park";"Herbivory";127,408816866659
"Cynodon dactylon01";"Argyle Square";"Fraxinus angustifolia";"Princes Park";"Herbivory";104,733502298979
"Cynodon dactylon01";"Argyle Square";"Goodenia ovata";"Royal Park";"Herbivory";153,385371761803
"Cynodon dactylon01";"Argyle Square";"Goodenia ovata";"Westgate Park";"Herbivory";6,00105506336212
"Cynodon dactylon01";"Argyle Square";"Hakea sp.";"Royal Park";"Herbivory";254,817633733318
"Cynodon dactylon01";"Argyle Square";"Hakea sp.";"Westgate Park";"Herbivory";10,0017584389369
"Cynodon dactylon01";"Argyle Square";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";225,532450375687
"Cynodon dactylon01";"Argyle Square";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";63,6484501513962
"Cynodon dactylon01";"Argyle Square";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";82,8862453740047
"Cynodon dactylon01";"Argyle Square";"Iris albicans";"Carlton Gardens South";"Herbivory";94,7256196030055
"Cynodon dactylon01";"Argyle Square";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";112,80302792419
"Cynodon dactylon01";"Argyle Square";"Kunzea leptospermoides";"Royal Park";"Herbivory";127,408816866659
"Cynodon dactylon01";"Argyle Square";"Kunzea leptospermoides";"Westgate Park";"Herbivory";15,0026376584053
"Cynodon dactylon01";"Argyle Square";"Lavandula sp.";"Argyle Square";"Herbivory";38,25
"Cynodon dactylon01";"Argyle Square";"Lavandula sp.";"Carlton Gardens South";"Herbivory";51,0988075212142
"Cynodon dactylon01";"Argyle Square";"Lavandula sp.";"Women's Peace Gardens";"Herbivory";25,4539060222048
"Cynodon dactylon01";"Argyle Square";"Lomandra longifolia";"Princes Park";"Herbivory";44,8857866995626
"Cynodon dactylon01";"Argyle Square";"Lomandra longifolia";"Royal Park";"Herbivory";179,361926656947
"Cynodon dactylon01";"Argyle Square";"Lomandra longifolia";"Westgate Park";"Herbivory";15,0026376584053
"Cynodon dactylon01";"Argyle Square";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Herbivory";43,5920253448469
"Cynodon dactylon01";"Argyle Square";"Lophostemon confertus";"Princes Park";"Herbivory";34,9111674329932
"Cynodon dactylon01";"Argyle Square";"Melaleuca armillaris";"Royal Park";"Herbivory";84,9392112444394
"Cynodon dactylon01";"Argyle Square";"Melaleuca lanceolata";"Westgate Park";"Herbivory";15,0026376584053
"Cynodon dactylon01";"Argyle Square";"Melaleuca nesophila";"Westgate Park";"Herbivory";7,50131882920264
"Cynodon dactylon01";"Argyle Square";"Melaleuca styphelioides";"Princes Park";"Herbivory";52,3667511494897
"Cynodon dactylon01";"Argyle Square";"Melaleuca viminalis";"Royal Park";"Herbivory";50,9635267466637
"Cynodon dactylon01";"Argyle Square";"Melaleuca viminalis";"Women's Peace Gardens";"Herbivory";12,7269530111024
"Cynodon dactylon01";"Argyle Square";"Mentha pulegium";"Argyle Square";"Herbivory";36,5
"Cynodon dactylon01";"Argyle Square";"Miscanthus sinensis";"Lincoln Square";"Herbivory";9,88629957758588
"Cynodon dactylon01";"Argyle Square";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";30,5485273073904
"Cynodon dactylon01";"Argyle Square";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";185,419600762588
"Cynodon dactylon01";"Argyle Square";"Nerium oleander";"Princes Park";"Herbivory";41,1453044745991
"Cynodon dactylon01";"Argyle Square";"Olea europaea";"Women's Peace Gardens";"Herbivory";25,4539060222048
"Cynodon dactylon01";"Argyle Square";"Ozothamnus ferrugineus";"Royal Park";"Herbivory";63,7044084333296
"Cynodon dactylon01";"Argyle Square";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";94,5517169451609
"Cynodon dactylon01";"Argyle Square";"Platanus acerifolia";"Carlton Gardens South";"Herbivory";76,6482112818212
"Cynodon dactylon01";"Argyle Square";"Platanus acerifolia";"Fitzroy-Treasury Gardens";"Herbivory";98,2355500728945
"Cynodon dactylon01";"Argyle Square";"Platanus acerifolia";"Gardiner Reserve";"Herbivory";3,27332735224851
"Cynodon dactylon01";"Argyle Square";"Plectranthus argentatus";"Argyle Square";"Herbivory";60
"Cynodon dactylon01";"Argyle Square";"Plectranthus argentatus";"Carlton Gardens South";"Herbivory";153,296422563642
"Cynodon dactylon01";"Argyle Square";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";109,08239206011
"Cynodon dactylon01";"Argyle Square";"Poa labillardierei";"Princes Park";"Herbivory";21,6116750775672
"Cynodon dactylon01";"Argyle Square";"Poa labillardierei";"Royal Park";"Herbivory";136,892321034728
"Cynodon dactylon01";"Argyle Square";"Poa labillardierei";"Westgate Park";"Herbivory";4,28646790240151
"Cynodon dactylon01";"Argyle Square";"Pyrus calleryana";"Argyle Square";"Herbivory";60
"Cynodon dactylon01";"Argyle Square";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";185,419600762588
"Cynodon dactylon01";"Argyle Square";"Quercus robur";"Carlton Gardens South";"Herbivory";87,2536241635827
"Cynodon dactylon01";"Argyle Square";"Rhagodia parabolica";"Princes Park";"Herbivory";64,8350252327016
"Cynodon dactylon01";"Argyle Square";"Rhagodia parabolica";"Royal Park";"Herbivory";26,4301137901387
"Cynodon dactylon01";"Argyle Square";"Rosmarinus officinalis";"Argyle Square";"Herbivory";23,25
"Cynodon dactylon01";"Argyle Square";"Rosmarinus officinalis";"Women's Peace Gardens";"Herbivory";10,4494982617472
"Cynodon dactylon01";"Argyle Square";"Rytidosperma sp.";"Royal Park";"Herbivory";68,2812300100931
"Cynodon dactylon01";"Argyle Square";"Rytidosperma sp.";"Westgate Park";"Herbivory";7,50131882920264
"Cynodon dactylon01";"Argyle Square";"Salvia leucantha";"Argyle Square";"Herbivory";36,5
"Cynodon dactylon01";"Argyle Square";"Salvia leucantha";"Carlton Gardens South";"Herbivory";94,7256196030055
"Cynodon dactylon01";"Argyle Square";"Santolina chamaecyparissus";"Women's Peace Gardens";"Herbivory";5,35871705730627
"Cynodon dactylon01";"Argyle Square";"Schinus molle";"Canning/Neil Street Reserve";"Herbivory";2,51428058764158
"Cynodon dactylon01";"Argyle Square";"Schinus molle";"Pleasance Gardens";"Herbivory";5,50710777167209
"Cynodon dactylon01";"Argyle Square";"Schinus molle";"Women's Peace Gardens";"Herbivory";15,4063115397555
"Cynodon dactylon01";"Argyle Square";"Stachys byzantina";"Carlton Gardens South";"Herbivory";43,6268120817913
"Cynodon dactylon01";"Argyle Square";"Strelitzia reginae";"Carlton Gardens South";"Herbivory";51,0988075212142
"Cynodon dactylon01";"Argyle Square";"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Herbivory";141,827575417741
"Cynodon dactylon01";"Argyle Square";"Tanacetum vulgare";"Carlton Gardens South";"Herbivory";76,6482112818212
"Cynodon dactylon01";"Argyle Square";"Themeda triandra";"Royal Park";"Herbivory";68,2812300100931
"Cynodon dactylon01";"Argyle Square";"Themeda triandra";"Westgate Park";"Herbivory";10,0017584389369
"Cynodon dactylon01";"Argyle Square";"Tilia cordata";"Lincoln Square";"Herbivory";32,6247886060334
"Cynodon dactylon01";"Argyle Square";"Trachelospermum jasminoides";"Lincoln Square";"Herbivory";18,3885172143097
"Cynodon dactylon01";"Argyle Square";"Trachelospermum jasminoides";"State Library of Victoria";"Herbivory";63,9748166423685
"Cynodon dactylon01";"Argyle Square";"Ulmus procera";"Argyle Square";"Herbivory";20
"Cynodon dactylon01";"Argyle Square";"Ulmus procera";"Fitzroy-Treasury Gardens";"Herbivory";94,5517169451609
"Cynodon dactylon01";"Argyle Square";"Ulmus procera";"Murchinson Square";"Herbivory";9,73245710440731
"Cynodon dactylon01";"Argyle Square";"Ulmus procera";"Princes Park";"Herbivory";82,2906089491982
"Cynodon dactylon01";"Argyle Square";"Ulmus procera";"University Square";"Herbivory";4,27662666816194
"Cynodon dactylon01";"Argyle Square";"Viburnum sp.";"Fitzroy-Treasury Gardens";"Herbivory";152,674417404957
"Cynodon dactylon01";"Argyle Square";"Viburnum sp.";"State Library of Victoria";"Herbivory";29,491936750028
"Cynodon dactylon01";"Argyle Square";"Westringia fruticosa";"State Library of Victoria";"Herbivory";23,3666883480991
"Cynodon dactylon01";"Argyle Square";"Westringia fruticosa";"Westgate Park";"Herbivory";30,0052753168106
"Cynodon dactylon02";"Argyle Square";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Acacia acinacea";"Royal Park";"Herbivory";11,5451355089529
"Cynodon dactylon02";"Argyle Square";"Acacia cognata";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Acanthus mollis";"Carlton Gardens South";"Herbivory";24,1032110949123
"Cynodon dactylon02";"Argyle Square";"Acanthus mollis";"Fitzroy-Treasury Gardens";"Herbivory";14,530675114949
"Cynodon dactylon02";"Argyle Square";"Agapanthus praecox";"Carlton Gardens South";"Herbivory";4,82064221898247
"Cynodon dactylon02";"Argyle Square";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Angophora costata";"Garrard Street Reserve";"Herbivory";1,58342940450824
"Cynodon dactylon02";"Argyle Square";"Argyranthemum sp.";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Artemisia arborescens";"State Library of Victoria";"Herbivory";4,08349893461927
"Cynodon dactylon02";"Argyle Square";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Aucuba japonica";"Carlton Gardens South";"Herbivory";24,1032110949123
"Cynodon dactylon02";"Argyle Square";"Bursaria spinosa";"Royal Park";"Herbivory";11,5451355089529
"Cynodon dactylon02";"Argyle Square";"Buxus sp.";"Argyle Square";"Herbivory";11
"Cynodon dactylon02";"Argyle Square";"Buxus sp.";"Princes Park";"Herbivory";9,97461926656947
"Cynodon dactylon02";"Argyle Square";"Camellia sp.";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Canna generalis";"Carlton Gardens South";"Herbivory";12,0516055474562
"Cynodon dactylon02";"Argyle Square";"Canna indica";"Carlton Gardens South";"Herbivory";24,1032110949123
"Cynodon dactylon02";"Argyle Square";"Carex flagellifera";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Chlorophytum comosum";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Clivia miniata";"Fitzroy-Treasury Gardens";"Herbivory";11,6245400919592
"Cynodon dactylon02";"Argyle Square";"Correa glabra";"Westgate Park";"Herbivory";0,555653246607603
"Cynodon dactylon02";"Argyle Square";"Correa reflexa";"Royal Park";"Herbivory";34,6354065268588
"Cynodon dactylon02";"Argyle Square";"Corymbia maculata";"Royal Park";"Herbivory";34,6354065268588
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon01";"Argyle Square";"Herbivory";5,5
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon02";"Argyle Square";"Herbivory";5,5
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon04";"Carlton Gardens South";"Herbivory";12,0516055474562
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon05";"Carlton Gardens South";"Herbivory";12,0516055474562
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon06";"Carlton Gardens South";"Herbivory";12,0516055474562
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon07";"Fitzroy-Treasury Gardens";"Herbivory";14,530675114949
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon08";"Fitzroy-Treasury Gardens";"Herbivory";19,3742334865986
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon09";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon10";"Fitzroy-Treasury Gardens";"Herbivory";19,3742334865986
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon11";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";0,727406078277448
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon13";"Garrard Street Reserve";"Herbivory";0,791714702254121
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon14";"Lincoln Square";"Herbivory";11,8635594931031
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon15";"Lincoln Square";"Herbivory";3,95451983103435
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon16";"Murchinson Square";"Herbivory";1,23586756881363
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon17";"Pleasance Gardens";"Herbivory";1,34410765952675
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon18";"Princes Park";"Herbivory";9,97461926656947
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon20";"Princes Park";"Herbivory";9,97461926656947
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon21";"Princes Park";"Herbivory";9,97461926656947
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon23";"Princes Park";"Herbivory";19,9492385331389
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon24";"Royal Park";"Herbivory";11,5451355089529
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon25";"Royal Park";"Herbivory";17,3177032634294
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon26";"Royal Park";"Herbivory";17,3177032634294
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon30";"Royal Park";"Herbivory";17,3177032634294
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon31";"Royal Park";"Herbivory";34,6354065268588
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon32";"Royal Park";"Herbivory";11,5451355089529
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon33";"State Library of Victoria";"Herbivory";4,08349893461927
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon34";"University Square";"Herbivory";4,75180740906882
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon35";"University Square";"Herbivory";1,18795185226721
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon37";"Westgate Park";"Herbivory";0,555653246607603
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon40";"Women's Peace Gardens";"Herbivory";3,57247803820418
"Cynodon dactylon02";"Argyle Square";"Cynodon dactylon41";"Women's Peace Gardens";"Herbivory";1,78623901910209
"Cynodon dactylon02";"Argyle Square";"Dianella sp.";"Princes Park";"Herbivory";19,9492385331389
"Cynodon dactylon02";"Argyle Square";"Dietes sp.";"State Library of Victoria";"Herbivory";8,16699786923853
"Cynodon dactylon02";"Argyle Square";"Dietes sp.";"Women's Peace Gardens";"Herbivory";3,57247803820418
"Cynodon dactylon02";"Argyle Square";"Dillwynia sp.";"Royal Park";"Herbivory";34,6354065268588
"Cynodon dactylon02";"Argyle Square";"Duma florulenta";"Westgate Park";"Herbivory";0,555653246607603
"Cynodon dactylon02";"Argyle Square";"Enchylaena tomentosa";"Princes Park";"Herbivory";6,64974617771298
"Cynodon dactylon02";"Argyle Square";"Ficus macrophylla";"Carlton Gardens South";"Herbivory";24,1032110949123
"Cynodon dactylon02";"Argyle Square";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Ficus macrophylla";"Lincoln Square";"Herbivory";5,93177974655153
"Cynodon dactylon02";"Argyle Square";"Ficus macrophylla";"Princes Park";"Herbivory";19,9492385331389
"Cynodon dactylon02";"Argyle Square";"Goodenia ovata";"Royal Park";"Herbivory";17,3177032634294
"Cynodon dactylon02";"Argyle Square";"Hedychium sp";"Fitzroy-Treasury Gardens";"Herbivory";19,3742334865986
"Cynodon dactylon02";"Argyle Square";"Helleborus sp.";"Fitzroy-Treasury Gardens";"Herbivory";9,68711674329932
"Cynodon dactylon02";"Argyle Square";"Hydrangea sp.";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Iris albicans";"Carlton Gardens South";"Herbivory";12,0516055474562
"Cynodon dactylon02";"Argyle Square";"Kniphofia sp.";"Carlton Gardens South";"Herbivory";24,1032110949123
"Cynodon dactylon02";"Argyle Square";"Lavandula sp.";"Argyle Square";"Herbivory";5,5
"Cynodon dactylon02";"Argyle Square";"Lomandra longifolia";"Princes Park";"Herbivory";6,64974617771298
"Cynodon dactylon02";"Argyle Square";"Lomandra longifolia";"Royal Park";"Herbivory";34,6354065268588
"Cynodon dactylon02";"Argyle Square";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Mentha pulegium";"Argyle Square";"Herbivory";11
"Cynodon dactylon02";"Argyle Square";"Nandina domestica";"Fitzroy-Treasury Gardens";"Herbivory";5,81227004597959
"Cynodon dactylon02";"Argyle Square";"Nerium oleander";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Nerium oleander";"Princes Park";"Herbivory";9,97461926656947
"Cynodon dactylon02";"Argyle Square";"Pittosporum sp.";"Fitzroy-Treasury Gardens";"Herbivory";19,3742334865986
"Cynodon dactylon02";"Argyle Square";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Poa labillardierei";"Princes Park";"Herbivory";6,64974617771298
"Cynodon dactylon02";"Argyle Square";"Poa labillardierei";"Royal Park";"Herbivory";34,6354065268588
"Cynodon dactylon02";"Argyle Square";"Quercus bicolor";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Quercus robur";"Carlton Gardens South";"Herbivory";24,1032110949123
"Cynodon dactylon02";"Argyle Square";"Rhagodia parabolica";"Princes Park";"Herbivory";19,9492385331389
"Cynodon dactylon02";"Argyle Square";"Rhagodia parabolica";"Royal Park";"Herbivory";3,46354065268588
"Cynodon dactylon02";"Argyle Square";"Rosmarinus officinalis";"Argyle Square";"Herbivory";5,5
"Cynodon dactylon02";"Argyle Square";"Rosmarinus officinalis";"Women's Peace Gardens";"Herbivory";3,57247803820418
"Cynodon dactylon02";"Argyle Square";"Rytidosperma sp.";"Royal Park";"Herbivory";11,5451355089529
"Cynodon dactylon02";"Argyle Square";"Salvia leucantha";"Argyle Square";"Herbivory";11
"Cynodon dactylon02";"Argyle Square";"Salvia leucantha";"Carlton Gardens South";"Herbivory";12,0516055474562
"Cynodon dactylon02";"Argyle Square";"Santolina chamaecyparissus";"Women's Peace Gardens";"Herbivory";3,57247803820418
"Cynodon dactylon02";"Argyle Square";"Schinus molle";"Pleasance Gardens";"Herbivory";1,68013457440843
"Cynodon dactylon02";"Argyle Square";"Schinus molle";"Women's Peace Gardens";"Herbivory";1,78623901910209
"Cynodon dactylon02";"Argyle Square";"Stachys byzantina";"Carlton Gardens South";"Herbivory";12,0516055474562
"Cynodon dactylon02";"Argyle Square";"Strelitzia reginae";"Fitzroy-Treasury Gardens";"Herbivory";29,0613502298979
"Cynodon dactylon02";"Argyle Square";"Themeda triandra";"Royal Park";"Herbivory";11,5451355089529
"Cynodon dactylon02";"Argyle Square";"Tilia cordata";"Lincoln Square";"Herbivory";11,8635594931031
"Cynodon dactylon02";"Argyle Square";"Trachelospermum jasminoides";"Lincoln Square";"Herbivory";2,37271189862061
"Cynodon dactylon02";"Argyle Square";"Trachelospermum jasminoides";"State Library of Victoria";"Herbivory";8,16699786923853
"Cynodon dactylon02";"Argyle Square";"Ulmus procera";"Fitzroy-Treasury Gardens";"Herbivory";19,3742334865986
"Cynodon dactylon02";"Argyle Square";"Ulmus procera";"Murchinson Square";"Herbivory";3,70760270644088
"Cynodon dactylon02";"Argyle Square";"Ulmus procera";"Princes Park";"Herbivory";19,9492385331389
"Cynodon dactylon02";"Argyle Square";"Viburnum sp.";"Fitzroy-Treasury Gardens";"Herbivory";58,1227004597959
"Cynodon dactylon02";"Argyle Square";"Viburnum sp.";"State Library of Victoria";"Herbivory";8,16699786923853
"Cynodon dactylon02";"Argyle Square";"Westringia fruticosa";"State Library of Victoria";"Herbivory";4,08349893461927
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Avena barbata";"Royal Park";"Herbivory";1,61288026615827
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Cynodon dactylon03";"Canning/Neil Street Reserve";"Herbivory";1
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Cynodon dactylon07";"Fitzroy-Treasury Gardens";"Herbivory";0,730593996486113
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Cynodon dactylon12";"Gardiner Reserve";"Herbivory";0,613514261149116
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Cynodon dactylon18";"Princes Park";"Herbivory";3,42150349519644
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Cynodon dactylon21";"Princes Park";"Herbivory";3,42150349519644
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Cynodon dactylon24";"Royal Park";"Herbivory";1,61288026615827
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Cynodon dactylon34";"University Square";"Herbivory";0,810140929311054
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Enchylaena tomentosa";"Princes Park";"Herbivory";3,42150349519644
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Mentha pulegium";"Argyle Square";"Herbivory";0,838093529213861
"Cynodon dactylon03";"Canning/Neil Street Reserve";"Poa labillardierei";"Princes Park";"Herbivory";3,42150349519644
"Cynodon dactylon04";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Herbivory";310,153692946058
"Cynodon dactylon04";"Carlton Gardens South";"Acacia acinacea";"Royal Park";"Herbivory";55,0681547605697
"Cynodon dactylon04";"Carlton Gardens South";"Acacia acinacea";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Acacia cognata";"Fitzroy-Treasury Gardens";"Herbivory";272,897994093679
"Cynodon dactylon04";"Carlton Gardens South";"Acacia implexa";"Royal Park";"Herbivory";58,3541146125378
"Cynodon dactylon04";"Carlton Gardens South";"Acacia mearnsii";"Royal Park";"Herbivory";77,8054861500505
"Cynodon dactylon04";"Carlton Gardens South";"Acacia mearnsii";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Acacia melanoxylon";"Westgate Park";"Herbivory";13,9228798923405
"Cynodon dactylon04";"Carlton Gardens South";"Acacia verniciflua";"Royal Park";"Herbivory";116,708229225076
"Cynodon dactylon04";"Carlton Gardens South";"Acanthus mollis";"Carlton Gardens South";"Herbivory";128
"Cynodon dactylon04";"Carlton Gardens South";"Acanthus mollis";"Fitzroy-Treasury Gardens";"Herbivory";81,5301052564123
"Cynodon dactylon04";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Herbivory";54,75
"Cynodon dactylon04";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Herbivory";310,153692946058
"Cynodon dactylon04";"Carlton Gardens South";"Allocasuarina verticillata";"Royal Park";"Herbivory";58,3541146125378
"Cynodon dactylon04";"Carlton Gardens South";"Aloysia citrodora";"Carlton Gardens South";"Herbivory";53
